Latitude,Longitude,Time
52.40889,-1.73406,04/09/2016 06:46:33
52.40822,-1.7357,04/09/2016 06:46:38
52.40748,-1.73788,04/09/2016 06:46:44
52.40698,-1.73976,04/09/2016 06:46:49
52.40658,-1.74173,04/09/2016 06:46:54
52.40619,-1.7441,04/09/2016 06:47:00
52.4058,-1.7465,04/09/2016 06:47:06
52.4053,-1.74881,04/09/2016 06:47:12
52.4048,-1.75071,04/09/2016 06:47:17
52.4042,-1.75244,04/09/2016 06:47:22
52.40353,-1.75417,04/09/2016 06:47:27
52.40276,-1.75584,04/09/2016 06:47:32
52.40189,-1.75727,04/09/2016 06:47:37
52.40102,-1.75872,04/09/2016 06:47:42
52.40006,-1.76,04/09/2016 06:47:47
52.39908,-1.76119,04/09/2016 06:47:52
52.39806,-1.76244,04/09/2016 06:47:57
52.39709,-1.76361,04/09/2016 06:48:02
52.39614,-1.76491,04/09/2016 06:48:07
52.39519,-1.76621,04/09/2016 06:48:12
52.39427,-1.76761,04/09/2016 06:48:17
52.39341,-1.76903,04/09/2016 06:48:22
52.39255,-1.77047,04/09/2016 06:48:27
52.39168,-1.77192,04/09/2016 06:48:32
52.39062,-1.77369,04/09/2016 06:48:38
52.38973,-1.77514,04/09/2016 06:48:43
52.38882,-1.77654,04/09/2016 06:48:48
52.38788,-1.77787,04/09/2016 06:48:53
52.38693,-1.77915,04/09/2016 06:48:58
52.38594,-1.78036,04/09/2016 06:49:03
52.38492,-1.78154,04/09/2016 06:49:08
52.38387,-1.7827,04/09/2016 06:49:13
52.3828,-1.78377,04/09/2016 06:49:18
52.38173,-1.78477,04/09/2016 06:49:23
52.38064,-1.7857,04/09/2016 06:49:28
52.37953,-1.78655,04/09/2016 06:49:33
52.37839,-1.78737,04/09/2016 06:49:38
52.37725,-1.78815,04/09/2016 06:49:43
52.37608,-1.78886,04/09/2016 06:49:48
52.37492,-1.78954,04/09/2016 06:49:53
52.37379,-1.79022,04/09/2016 06:49:58
52.37264,-1.79094,04/09/2016 06:50:03
52.37152,-1.79183,04/09/2016 06:50:08
52.37045,-1.79286,04/09/2016 06:50:13
52.36946,-1.7941,04/09/2016 06:50:18
52.36849,-1.79532,04/09/2016 06:50:23
52.36766,-1.7968,04/09/2016 06:50:28
52.36679,-1.79832,04/09/2016 06:50:33
52.366,-1.79972,04/09/2016 06:50:38
52.36508,-1.80124,04/09/2016 06:50:43
52.36412,-1.8026,04/09/2016 06:50:48
52.36291,-1.804,04/09/2016 06:50:54
52.36183,-1.80499,04/09/2016 06:50:59
52.36072,-1.80584,04/09/2016 06:51:04
52.35956,-1.80657,04/09/2016 06:51:09
52.35838,-1.80713,04/09/2016 06:51:14
52.35718,-1.80763,04/09/2016 06:51:19
52.35598,-1.80812,04/09/2016 06:51:24
52.35475,-1.80846,04/09/2016 06:51:29
52.35352,-1.80868,04/09/2016 06:51:34
52.35227,-1.80869,04/09/2016 06:51:39
52.35108,-1.80851,04/09/2016 06:51:44
52.34989,-1.80806,04/09/2016 06:51:49
52.34878,-1.80711,04/09/2016 06:51:54
52.34795,-1.80559,04/09/2016 06:51:59
52.34745,-1.80372,04/09/2016 06:52:04
52.347,-1.8018,04/09/2016 06:52:09
52.3466,-1.79989,04/09/2016 06:52:14
52.34609,-1.79812,04/09/2016 06:52:19
52.34546,-1.79636,04/09/2016 06:52:24
52.34476,-1.79467,04/09/2016 06:52:29
52.34387,-1.79279,04/09/2016 06:52:35
52.34305,-1.79128,04/09/2016 06:52:40
52.34217,-1.78988,04/09/2016 06:52:45
52.34124,-1.78856,04/09/2016 06:52:50
52.34032,-1.78719,04/09/2016 06:52:55
52.33942,-1.7858,04/09/2016 06:53:00
52.33854,-1.78433,04/09/2016 06:53:05
52.33778,-1.78275,04/09/2016 06:53:10
52.33705,-1.78108,04/09/2016 06:53:15
52.33642,-1.77933,04/09/2016 06:53:20
52.33585,-1.77751,04/09/2016 06:53:25
52.33539,-1.77558,04/09/2016 06:53:30
52.33494,-1.77367,04/09/2016 06:53:35
52.33461,-1.77172,04/09/2016 06:53:40
52.33433,-1.76977,04/09/2016 06:53:45
52.33403,-1.76782,04/09/2016 06:53:50
52.33373,-1.76587,04/09/2016 06:53:55
52.33344,-1.7639,04/09/2016 06:54:00
52.33313,-1.7619,04/09/2016 06:54:05
52.33284,-1.75996,04/09/2016 06:54:10
52.33253,-1.75806,04/09/2016 06:54:15
52.33204,-1.75621,04/09/2016 06:54:20
52.33155,-1.75433,04/09/2016 06:54:25
52.33106,-1.75245,04/09/2016 06:54:30
52.33057,-1.75057,04/09/2016 06:54:35
52.33008,-1.74869,04/09/2016 06:54:40
52.32962,-1.74679,04/09/2016 06:54:45
52.32919,-1.74488,04/09/2016 06:54:50
52.32877,-1.74297,04/09/2016 06:54:55
52.32835,-1.74109,04/09/2016 06:55:00
52.32792,-1.7392,04/09/2016 06:55:05
52.3275,-1.7373,04/09/2016 06:55:10
52.32705,-1.7354,04/09/2016 06:55:15
52.32651,-1.73356,04/09/2016 06:55:20
52.32598,-1.73174,04/09/2016 06:55:25
52.32543,-1.72997,04/09/2016 06:55:30
52.32479,-1.72823,04/09/2016 06:55:35
52.32395,-1.7263,04/09/2016 06:55:41
52.32317,-1.72477,04/09/2016 06:55:46
52.32233,-1.72334,04/09/2016 06:55:51
52.32149,-1.7221,04/09/2016 06:55:56
52.32056,-1.72084,04/09/2016 06:56:01
52.31946,-1.71958,04/09/2016 06:56:06
52.31843,-1.7184,04/09/2016 06:56:11
52.3174,-1.71724,04/09/2016 06:56:16
52.31634,-1.71607,04/09/2016 06:56:21
52.31531,-1.71492,04/09/2016 06:56:26
52.31428,-1.71379,04/09/2016 06:56:31
52.31325,-1.71264,04/09/2016 06:56:36
52.31222,-1.71149,04/09/2016 06:56:41
52.31119,-1.71035,04/09/2016 06:56:46
52.31022,-1.70903,04/09/2016 06:56:51
52.30931,-1.70761,04/09/2016 06:56:56
52.30846,-1.70616,04/09/2016 06:57:01
52.30767,-1.70459,04/09/2016 06:57:06
52.3069,-1.70306,04/09/2016 06:57:11
52.30615,-1.70159,04/09/2016 06:57:16
52.30532,-1.70018,04/09/2016 06:57:21
52.30445,-1.6987,04/09/2016 06:57:26
52.30351,-1.69734,04/09/2016 06:57:31
52.30238,-1.69578,04/09/2016 06:57:37
52.30141,-1.69445,04/09/2016 06:57:42
52.30043,-1.69311,04/09/2016 06:57:47
52.29947,-1.69179,04/09/2016 06:57:52
52.29851,-1.69045,04/09/2016 06:57:57
52.29759,-1.68909,04/09/2016 06:58:02
52.29672,-1.68766,04/09/2016 06:58:07
52.29584,-1.6862,04/09/2016 06:58:12
52.29502,-1.68469,04/09/2016 06:58:17
52.29423,-1.68312,04/09/2016 06:58:22
52.2935,-1.68146,04/09/2016 06:58:27
52.29271,-1.67941,04/09/2016 06:58:33
52.29211,-1.67764,04/09/2016 06:58:38
52.29129,-1.67524,04/09/2016 06:58:45
52.29069,-1.67348,04/09/2016 06:58:50
52.29008,-1.67187,04/09/2016 06:58:55
52.28934,-1.67026,04/09/2016 06:59:00
52.28851,-1.66879,04/09/2016 06:59:05
52.28762,-1.66727,04/09/2016 06:59:10
52.28664,-1.66587,04/09/2016 06:59:15
52.28562,-1.6647,04/09/2016 06:59:20
52.28459,-1.66356,04/09/2016 06:59:25
52.28351,-1.66262,04/09/2016 06:59:30
52.2824,-1.6617,04/09/2016 06:59:35
52.2813,-1.66083,04/09/2016 06:59:40
52.28014,-1.65995,04/09/2016 06:59:45
52.27904,-1.65905,04/09/2016 06:59:50
52.27798,-1.65802,04/09/2016 06:59:55
52.27692,-1.65697,04/09/2016 07:00:00
52.27594,-1.65569,04/09/2016 07:00:05
52.27498,-1.65443,04/09/2016 07:00:10
52.27411,-1.65297,04/09/2016 07:00:15
52.2733,-1.65149,04/09/2016 07:00:20
52.27247,-1.64997,04/09/2016 07:00:25
52.27169,-1.64841,04/09/2016 07:00:30
52.27095,-1.64678,04/09/2016 07:00:35
52.2701,-1.64479,04/09/2016 07:00:41
52.26944,-1.64308,04/09/2016 07:00:46
52.2688,-1.64132,04/09/2016 07:00:51
52.26818,-1.63958,04/09/2016 07:00:56
52.26755,-1.63787,04/09/2016 07:01:01
52.26694,-1.63612,04/09/2016 07:01:06
52.26634,-1.63435,04/09/2016 07:01:11
52.26574,-1.63259,04/09/2016 07:01:16
52.26521,-1.63071,04/09/2016 07:01:21
52.26467,-1.62841,04/09/2016 07:01:27
52.26428,-1.6265,04/09/2016 07:01:32
52.26389,-1.62461,04/09/2016 07:01:37
52.26348,-1.62272,04/09/2016 07:01:42
52.26299,-1.62085,04/09/2016 07:01:47
52.26243,-1.61899,04/09/2016 07:01:52
52.26175,-1.61729,04/09/2016 07:01:57
52.26107,-1.61561,04/09/2016 07:02:02
52.2604,-1.61392,04/09/2016 07:02:07
52.25972,-1.61223,04/09/2016 07:02:12
52.25916,-1.61046,04/09/2016 07:02:17
52.25859,-1.60866,04/09/2016 07:02:22
52.25809,-1.60679,04/09/2016 07:02:27
52.25765,-1.60489,04/09/2016 07:02:32
52.25725,-1.60256,04/09/2016 07:02:38
